stacked_sim,stacked_ngram,row
1.0,1.0,7387
0.5,0.257,7388
0.8,0.63,7389
0.6,0.467,7390
0.6,0.375,7391
1.0,0.833,7392
0.9,0.76,7393
1.0,0.692,7394
0.6,0.419,7395
1.0,1.0,7396
0.9,0.76,7397
0.9,0.76,7398
0.9,0.692,7399
0.8,0.63,7400
0.8,0.571,7401
0.9,0.63,7402
0.6,0.333,7403
0.8,0.571,7404
0.9,0.76,7405
0.8,0.571,7406
0.9,0.76,7407
0.9,0.833,7408
0.8,0.571,7409
0.7,0.517,7410
0.9,0.76,7411
0.8,0.571,7412
1.0,0.692,7413
0.9,0.833,7414
1.0,0.833,7415
0.8,0.63,7416
0.8,0.63,7417
1.0,0.833,7418
0.9,0.76,7419
0.8,0.571,7420
0.9,0.76,7421
1.0,0.692,7422
0.9,0.76,7423
0.8,0.375,7424
0.9,0.76,7425
1.0,1.0,7426
0.9,0.571,7427
0.9,0.571,7428
1.0,0.571,7429
0.6,0.375,7430
0.8,0.571,7431
0.6,0.333,7432
1.0,0.833,7433
0.8,0.63,7434
1.0,0.833,7435
0.8,0.63,7436
1.0,0.63,7437
0.8,0.63,7438
0.7,0.517,7439
0.9,0.76,7440
0.9,0.76,7441
0.9,0.76,7442
0.6,0.333,7443
0.9,0.517,7444
0.8,0.517,7445
0.8,0.571,7446
1.0,1.0,7447
0.8,0.63,7448
0.9,0.692,7449
0.9,0.76,7450
0.8,0.467,7451
0.9,0.833,7452
0.7,0.517,7453
1.0,1.0,7454
1.0,0.692,7455
0.9,0.571,7456
0.7,0.467,7457
0.8,0.517,7458
1.0,0.692,7459
0.8,0.571,7460
0.9,0.517,7461
1.0,0.692,7462
1.0,1.0,7463
0.8,0.571,7464
0.9,0.76,7465
1.0,1.0,7466
0.9,0.76,7467
0.6,0.419,7468
0.6,0.333,7469
0.9,0.76,7470
1.0,1.0,7471
1.0,1.0,7472
0.7,0.467,7473
0.7,0.294,7474
0.9,0.63,7475
0.9,0.571,7476
0.8,0.571,7477
0.8,0.571,7478
1.0,1.0,7479
0.7,0.467,7480
0.7,0.517,7481
1.0,1.0,7482
0.9,0.833,7483
0.8,0.419,7484
0.8,0.571,7485
0.9,0.833,7486
0.9,0.833,7487
0.8,0.571,7488
0.8,0.571,7489
0.8,0.571,7490
0.9,0.833,7491
1.0,1.0,7492
1.0,0.571,7493
0.8,0.692,7494
0.6,0.375,7495
0.9,0.76,7496
1.0,0.833,7497
1.0,0.571,7498
0.9,0.63,7499
0.8,0.63,7500
0.9,0.76,7501
1.0,1.0,7502
1.0,1.0,7503
0.8,0.375,7504
0.8,0.571,7505
0.9,0.76,7506
1.0,1.0,7507
0.8,0.63,7508
1.0,0.692,7509
0.9,0.76,7510
1.0,0.692,7511
1.0,0.833,7512
0.8,0.571,7513
1.0,0.692,7514
0.8,0.517,7515
1.0,1.0,7516
0.9,0.76,7517
1.0,1.0,7518
1.0,0.692,7519
0.9,0.63,7520
0.9,0.76,7521
0.9,0.833,7522
0.9,0.63,7523
0.8,0.375,7524
0.9,0.76,7525
0.9,0.63,7526
0.8,0.517,7527
1.0,0.692,7528
0.6,0.375,7529
1.0,1.0,7530
0.9,0.833,7531
1.0,0.833,7532
1.0,0.833,7533
1.0,1.0,7534
0.8,0.63,7535
0.8,0.571,7536
0.5,0.257,7537
0.8,0.63,7538
1.0,0.833,7539
0.7,0.467,7540
0.9,0.76,7541
0.8,0.467,7542
1.0,0.833,7543
0.9,0.76,7544
0.8,0.571,7545
0.8,0.571,7546
0.9,0.76,7547
0.9,0.63,7548
0.7,0.517,7549
1.0,0.571,7550
0.6,0.375,7551
0.6,0.333,7552
0.9,0.76,7553
0.7,0.467,7554
1.0,0.833,7555
0.9,0.571,7556
0.8,0.571,7557
0.9,0.833,7558
1.0,0.63,7559
0.9,0.76,7560
0.9,0.76,7561
1.0,1.0,7562
0.9,0.76,7563
0.7,0.517,7564
1.0,0.833,7565
0.9,0.76,7566
0.9,0.76,7567
0.7,0.517,7568
0.9,0.76,7569
0.8,0.467,7570
0.9,0.517,7571
0.9,0.76,7572
0.7,0.419,7573
0.9,0.76,7574
0.7,0.419,7575
0.8,0.692,7576
0.9,0.76,7577
1.0,0.833,7578
1.0,1.0,7579
0.4,0.222,7580
0.9,0.76,7581
0.9,0.517,7582
0.9,0.76,7583
0.8,0.571,7584
0.9,0.76,7585
0.9,0.76,7586
0.8,0.571,7587
0.6,0.222,7588
0.9,0.63,7589
0.9,0.63,7590
1.0,1.0,7591
0.7,0.419,7592
1.0,0.833,7593
0.9,0.517,7594
0.9,0.76,7595
0.7,0.467,7596
1.0,0.63,7597
0.6,0.375,7598
0.7,0.517,7599
0.7,0.517,7600
0.9,0.833,7601
0.8,0.571,7602
0.9,0.76,7603
0.9,0.76,7604
0.9,0.76,7605
0.9,0.76,7606
0.8,0.467,7607
0.9,0.76,7608
0.8,0.571,7609
1.0,0.833,7610
0.7,0.517,7611
0.9,0.76,7612
1.0,1.0,7613
0.8,0.63,7614
0.9,0.76,7615
0.8,0.571,7616
1.0,1.0,7617
0.8,0.63,7618
1.0,0.63,7619
0.8,0.571,7620
0.8,0.467,7621
0.9,0.76,7622
0.8,0.571,7623
0.9,0.76,7624
0.8,0.571,7625
1.0,0.833,7626
0.8,0.63,7627
0.9,0.76,7628
0.8,0.63,7629
1.0,1.0,7630
0.9,0.76,7631
1.0,1.0,7632
0.7,0.419,7633
0.8,0.467,7634
1.0,0.833,7635
0.9,0.833,7636
1.0,1.0,7637
1.0,1.0,7638
0.7,0.419,7639
1.0,0.833,7640
0.9,0.76,7641
0.9,0.833,7642
0.8,0.571,7643
0.8,0.419,7644
0.8,0.571,7645
1.0,0.833,7646
0.9,0.76,7647
0.7,0.419,7648
0.9,0.76,7649
0.9,0.76,7650
0.9,0.76,7651
1.0,0.63,7652
1.0,1.0,7653
1.0,0.692,7654
0.5,0.257,7655
0.7,0.517,7656
1.0,1.0,7657
0.8,0.63,7658
0.8,0.571,7659
0.7,0.419,7660
0.8,0.571,7661
0.9,0.63,7662
0.9,0.833,7663
1.0,1.0,7664
0.8,0.571,7665
0.6,0.375,7666
0.9,0.76,7667
0.8,0.571,7668
1.0,0.692,7669
0.7,0.467,7670
0.9,0.833,7671
1.0,1.0,7672
1.0,0.833,7673
0.8,0.571,7674
0.8,0.571,7675
1.0,0.63,7676
0.9,0.833,7677
0.8,0.692,7678
1.0,0.833,7679
0.8,0.571,7680
1.0,1.0,7681
0.9,0.63,7682
0.9,0.833,7683
1.0,0.692,7684
0.9,0.76,7685
0.9,0.76,7686
0.7,0.333,7687
0.9,0.833,7688
0.8,0.517,7689
1.0,0.692,7690
1.0,1.0,7691
0.9,0.63,7692
0.8,0.571,7693
0.9,0.76,7694
0.9,0.76,7695
1.0,0.63,7696
1.0,0.833,7697
0.9,0.76,7698
0.7,0.467,7699
0.8,0.571,7700
0.9,0.76,7701
0.7,0.517,7702
0.8,0.571,7703
1.0,1.0,7704
0.9,0.76,7705
0.9,0.76,7706
1.0,1.0,7707
0.9,0.76,7708
0.8,0.571,7709
0.8,0.419,7710
0.8,0.571,7711
0.9,0.76,7712
0.9,0.833,7713
1.0,0.692,7714
1.0,1.0,7715
0.9,0.833,7716
1.0,0.692,7717
1.0,1.0,7718
1.0,1.0,7719
1.0,0.833,7720
1.0,1.0,7721
0.8,0.571,7722
1.0,0.63,7723
0.8,0.571,7724
0.9,0.76,7725
1.0,0.833,7726
0.9,0.76,7727
0.9,0.517,7728
1.0,0.692,7729
0.9,0.76,7730
0.8,0.571,7731
0.9,0.571,7732
0.8,0.63,7733
1.0,0.833,7734
0.8,0.571,7735
0.8,0.571,7736
0.9,0.833,7737
0.9,0.76,7738
1.0,1.0,7739
0.8,0.467,7740
0.5,0.189,7741
0.9,0.76,7742
0.9,0.76,7743
0.9,0.833,7744
0.8,0.63,7745
1.0,0.692,7746
0.9,0.76,7747
0.5,0.333,7748
0.6,0.333,7749
1.0,0.692,7750
0.6,0.467,7751
1.0,1.0,7752
0.9,0.76,7753
0.6,0.333,7754
0.7,0.517,7755
1.0,0.833,7756
0.9,0.63,7757
1.0,0.833,7758
0.9,0.76,7759
0.8,0.63,7760
0.9,0.76,7761
0.9,0.76,7762
0.8,0.571,7763
1.0,1.0,7764
0.9,0.76,7765
0.8,0.692,7766
0.9,0.517,7767
1.0,1.0,7768
0.9,0.63,7769
0.8,0.63,7770
0.6,0.294,7771
0.8,0.692,7772
0.9,0.76,7773
1.0,0.833,7774
0.8,0.571,7775
0.9,0.63,7776
1.0,0.692,7777
1.0,1.0,7778
1.0,1.0,7779
1.0,0.833,7780
1.0,0.833,7781
1.0,0.571,7782
0.8,0.467,7783
0.9,0.76,7784
0.9,0.76,7785
0.8,0.571,7786
0.8,0.63,7787
0.8,0.571,7788
1.0,0.571,7789
0.9,0.76,7790
0.9,0.76,7791
0.8,0.571,7792
0.7,0.467,7793
0.8,0.63,7794
1.0,0.571,7795
0.6,0.333,7796
1.0,0.833,7797
0.8,0.571,7798
0.8,0.63,7799
0.9,0.76,7800
0.8,0.571,7801
0.8,0.571,7802
0.8,0.467,7803
0.9,0.76,7804
1.0,1.0,7805
0.9,0.833,7806
0.8,0.571,7807
0.9,0.833,7808
1.0,1.0,7809
0.9,0.76,7810
0.8,0.63,7811
0.9,0.76,7812
0.6,0.333,7813
1.0,0.571,7814
1.0,1.0,7815
1.0,0.692,7816
1.0,0.63,7817
0.9,0.76,7818
0.8,0.63,7819
0.8,0.63,7820
0.9,0.76,7821
0.8,0.571,7822
0.9,0.63,7823
0.5,0.257,7824
0.9,0.76,7825
1.0,1.0,7826
0.9,0.517,7827
0.6,0.333,7828
0.9,0.76,7829
0.3,0.128,7830
0.8,0.63,7831
0.5,0.294,7832
0.8,0.571,7833
0.9,0.833,7834
0.8,0.63,7835
0.9,0.517,7836
1.0,1.0,7837
0.7,0.517,7838
0.8,0.571,7839
0.7,0.467,7840
0.7,0.467,7841
0.9,0.833,7842
0.8,0.375,7843
0.7,0.571,7844
0.9,0.692,7845
0.8,0.571,7846
1.0,1.0,7847
0.8,0.571,7848
0.9,0.517,7849
0.9,0.76,7850
0.9,0.63,7851
1.0,1.0,7852
0.8,0.571,7853
0.7,0.467,7854
0.9,0.76,7855
1.0,0.63,7856
0.8,0.375,7857
0.8,0.571,7858
0.8,0.63,7859
0.9,0.76,7860
0.9,0.76,7861
0.5,0.333,7862
0.9,0.76,7863
0.9,0.76,7864
1.0,0.692,7865
0.9,0.63,7866
0.8,0.571,7867
0.9,0.76,7868
0.9,0.63,7869
0.6,0.375,7870
0.7,0.467,7871
0.9,0.833,7872
0.9,0.63,7873
1.0,0.571,7874
0.8,0.692,7875
0.9,0.76,7876
0.6,0.333,7877
0.8,0.571,7878
0.8,0.571,7879
0.9,0.76,7880
0.9,0.76,7881
0.8,0.63,7882
0.9,0.833,7883
0.8,0.419,7884
0.8,0.571,7885
0.9,0.63,7886
1.0,1.0,7887
1.0,0.833,7888
0.8,0.571,7889
0.9,0.76,7890
0.7,0.517,7891
0.9,0.63,7892
0.9,0.76,7893
0.8,0.571,7894
0.9,0.76,7895
1.0,1.0,7896
1.0,1.0,7897
0.9,0.76,7898
1.0,1.0,7899
0.8,0.571,7900
0.8,0.571,7901
0.9,0.76,7902
0.9,0.517,7903
0.9,0.76,7904
0.9,0.63,7905
0.8,0.63,7906
0.6,0.333,7907
1.0,0.692,7908
1.0,1.0,7909
0.9,0.76,7910
0.7,0.333,7911
0.8,0.375,7912
1.0,1.0,7913
0.9,0.76,7914
0.7,0.419,7915
0.9,0.76,7916
0.9,0.76,7917
0.8,0.571,7918
0.9,0.76,7919
1.0,1.0,7920
0.7,0.467,7921
0.9,0.76,7922
0.8,0.63,7923
0.7,0.419,7924
0.6,0.375,7925
1.0,1.0,7926
0.9,0.76,7927
1.0,0.833,7928
0.9,0.833,7929
0.7,0.419,7930
0.9,0.63,7931
0.8,0.63,7932
0.8,0.467,7933
0.8,0.63,7934
0.7,0.419,7935
0.9,0.76,7936
0.9,0.76,7937
1.0,0.571,7938
0.8,0.571,7939
0.9,0.76,7940
0.8,0.571,7941
0.9,0.76,7942
1.0,1.0,7943
0.9,0.76,7944
0.7,0.467,7945
0.9,0.76,7946
1.0,0.692,7947
0.8,0.571,7948
0.9,0.76,7949
0.9,0.833,7950
1.0,1.0,7951
0.9,0.76,7952
1.0,0.833,7953
0.8,0.571,7954
0.8,0.571,7955
1.0,0.63,7956
0.7,0.517,7957
0.8,0.63,7958
0.9,0.76,7959
0.9,0.517,7960
1.0,0.692,7961
1.0,0.692,7962
1.0,0.833,7963
0.9,0.833,7964
0.6,0.333,7965
0.8,0.571,7966
0.9,0.692,7967
0.6,0.375,7968
0.9,0.76,7969
0.6,0.333,7970
0.8,0.63,7971
0.6,0.375,7972
0.9,0.76,7973
0.8,0.419,7974
0.8,0.63,7975
0.7,0.467,7976
0.8,0.571,7977
1.0,1.0,7978
0.9,0.517,7979
0.8,0.571,7980
1.0,0.833,7981
0.7,0.517,7982
0.8,0.571,7983
0.8,0.63,7984
1.0,1.0,7985
1.0,0.833,7986
1.0,1.0,7987
0.8,0.63,7988
1.0,0.692,7989
1.0,0.692,7990
0.8,0.63,7991
0.9,0.76,7992
0.7,0.419,7993
0.9,0.833,7994
0.9,0.76,7995
0.9,0.76,7996
0.7,0.419,7997
0.8,0.63,7998
0.9,0.76,7999
0.8,0.571,8000
0.8,0.571,8001
0.8,0.571,8002
1.0,0.571,8003
0.7,0.467,8004
0.7,0.517,8005
0.9,0.76,8006
0.9,0.76,8007
0.8,0.63,8008
0.9,0.63,8009
1.0,1.0,8010
0.9,0.833,8011
0.9,0.833,8012
1.0,0.63,8013
0.9,0.833,8014
0.9,0.833,8015
0.7,0.419,8016
0.9,0.76,8017
0.9,0.76,8018
0.9,0.76,8019
0.8,0.63,8020
1.0,0.692,8021
0.8,0.63,8022
0.9,0.76,8023
0.6,0.294,8024
0.7,0.467,8025
0.9,0.63,8026
1.0,1.0,8027
0.9,0.76,8028
0.9,0.63,8029
0.8,0.571,8030
1.0,0.692,8031
1.0,1.0,8032
0.8,0.571,8033
1.0,0.692,8034
0.9,0.76,8035
1.0,1.0,8036
0.9,0.76,8037
0.9,0.63,8038
0.7,0.419,8039
0.8,0.63,8040
0.9,0.76,8041
0.8,0.419,8042
1.0,1.0,8043
0.8,0.63,8044
0.7,0.419,8045
0.9,0.692,8046
1.0,0.833,8047
0.9,0.833,8048
0.9,0.76,8049
0.8,0.63,8050
0.9,0.76,8051
0.8,0.692,8052
0.9,0.63,8053
0.9,0.833,8054
0.7,0.467,8055
0.9,0.63,8056
0.8,0.63,8057
0.8,0.571,8058
0.7,0.375,8059
1.0,0.833,8060
0.7,0.294,8061
1.0,0.833,8062
0.8,0.63,8063
0.9,0.76,8064
0.9,0.76,8065
1.0,0.833,8066
0.9,0.833,8067
1.0,1.0,8068
0.8,0.571,8069
0.9,0.692,8070
1.0,1.0,8071
0.9,0.76,8072
0.8,0.571,8073
0.8,0.571,8074
0.9,0.76,8075
0.7,0.294,8076
0.8,0.571,8077
1.0,1.0,8078
0.9,0.76,8079
0.9,0.833,8080
0.9,0.76,8081
0.9,0.517,8082
0.9,0.76,8083
0.9,0.76,8084
0.9,0.63,8085
0.8,0.63,8086
0.8,0.571,8087
0.9,0.76,8088
0.8,0.63,8089
0.9,0.76,8090
0.9,0.76,8091
1.0,0.692,8092
0.9,0.76,8093
0.9,0.76,8094
0.7,0.419,8095
0.9,0.76,8096
1.0,0.833,8097
1.0,1.0,8098
0.7,0.419,8099
0.9,0.517,8100
0.8,0.571,8101
0.8,0.571,8102
0.9,0.76,8103
0.7,0.294,8104
0.9,0.76,8105
0.9,0.63,8106
1.0,0.833,8107
0.9,0.76,8108
0.9,0.833,8109
1.0,0.692,8110
0.8,0.571,8111
0.8,0.63,8112
0.7,0.419,8113
0.7,0.467,8114
1.0,1.0,8115
1.0,1.0,8116
0.9,0.76,8117
0.7,0.419,8118
1.0,0.833,8119
1.0,0.692,8120
0.8,0.63,8121
0.9,0.76,8122
0.9,0.76,8123
0.8,0.63,8124
0.9,0.76,8125
1.0,1.0,8126
0.8,0.571,8127
0.6,0.375,8128
0.9,0.76,8129
0.7,0.333,8130
0.9,0.692,8131
0.9,0.833,8132
0.9,0.833,8133
0.9,0.833,8134
0.9,0.76,8135
0.9,0.76,8136
0.9,0.833,8137
0.8,0.63,8138
0.6,0.333,8139
1.0,1.0,8140
0.9,0.833,8141
0.7,0.467,8142
0.9,0.76,8143
0.8,0.517,8144
0.8,0.375,8145
0.9,0.63,8146
0.8,0.63,8147
0.9,0.63,8148
0.8,0.692,8149
1.0,0.692,8150
0.7,0.467,8151
0.6,0.375,8152
0.9,0.517,8153
0.8,0.517,8154
1.0,0.833,8155
0.9,0.76,8156
0.7,0.517,8157
0.8,0.63,8158
1.0,0.833,8159
0.8,0.63,8160
0.8,0.571,8161
0.9,0.76,8162
0.5,0.257,8163
0.7,0.467,8164
0.7,0.517,8165
0.8,0.692,8166
0.6,0.333,8167
0.9,0.76,8168
0.9,0.76,8169
0.8,0.571,8170
0.9,0.76,8171
1.0,1.0,8172
0.9,0.517,8173
0.9,0.63,8174
0.8,0.63,8175
0.9,0.833,8176
0.9,0.76,8177
0.8,0.571,8178
0.9,0.76,8179
1.0,0.467,8180
0.7,0.467,8181
1.0,0.833,8182
0.7,0.467,8183
0.8,0.63,8184
0.8,0.571,8185
0.8,0.571,8186
0.3,0.128,8187
1.0,1.0,8188
0.7,0.467,8189
0.8,0.419,8190
0.7,0.419,8191
0.9,0.76,8192
0.9,0.517,8193
0.9,0.76,8194
0.8,0.63,8195
1.0,0.692,8196
0.8,0.571,8197
1.0,0.692,8198
0.9,0.76,8199
0.9,0.76,8200
0.8,0.571,8201
0.9,0.76,8202
0.7,0.419,8203
0.9,0.76,8204
0.8,0.63,8205
1.0,0.833,8206
0.9,0.833,8207
0.9,0.76,8208
0.9,0.63,8209
0.8,0.63,8210
0.9,0.63,8211
0.7,0.467,8212
0.9,0.833,8213
0.6,0.333,8214
0.7,0.333,8215
1.0,0.833,8216
0.9,0.833,8217
1.0,1.0,8218
0.8,0.571,8219
0.8,0.63,8220
0.8,0.571,8221
0.9,0.517,8222
1.0,0.833,8223
0.9,0.76,8224
0.8,0.63,8225
0.8,0.63,8226
0.9,0.76,8227
0.8,0.63,8228
0.8,0.63,8229
0.9,0.63,8230
0.7,0.375,8231
0.8,0.571,8232
0.7,0.467,8233
1.0,1.0,8234
0.8,0.571,8235
0.8,0.63,8236
0.7,0.517,8237
0.8,0.571,8238
1.0,1.0,8239
0.7,0.467,8240
0.9,0.517,8241
1.0,1.0,8242
0.9,0.76,8243
0.6,0.375,8244
0.7,0.419,8245
0.9,0.517,8246
0.6,0.333,8247
1.0,0.833,8248
0.9,0.76,8249
1.0,1.0,8250
0.8,0.63,8251
1.0,0.833,8252
0.9,0.833,8253
0.9,0.76,8254
0.8,0.63,8255
1.0,0.833,8256
0.9,0.76,8257
1.0,0.833,8258
0.9,0.76,8259
1.0,0.833,8260
0.9,0.76,8261
0.9,0.76,8262
0.9,0.76,8263
0.9,0.833,8264
0.9,0.76,8265
0.8,0.571,8266
1.0,0.833,8267
1.0,0.692,8268
1.0,0.692,8269
0.8,0.571,8270
0.8,0.571,8271
1.0,0.833,8272
0.9,0.76,8273
0.8,0.692,8274
0.9,0.76,8275
0.9,0.63,8276
1.0,0.692,8277
1.0,0.833,8278
0.9,0.63,8279
0.9,0.76,8280
0.9,0.571,8281
0.8,0.517,8282
1.0,1.0,8283
0.6,0.375,8284
0.9,0.76,8285
1.0,0.833,8286
0.9,0.76,8287
0.9,0.833,8288
0.6,0.294,8289
0.9,0.76,8290
1.0,0.692,8291
1.0,1.0,8292
1.0,0.833,8293
0.8,0.375,8294
0.9,0.76,8295
0.9,0.517,8296
0.9,0.63,8297
0.7,0.467,8298
0.9,0.517,8299
0.9,0.76,8300
1.0,1.0,8301
0.8,0.63,8302
0.9,0.692,8303
0.9,0.517,8304
1.0,0.692,8305
1.0,1.0,8306
0.9,0.63,8307
0.7,0.467,8308
1.0,1.0,8309
0.9,0.833,8310
0.9,0.833,8311
0.9,0.76,8312
0.7,0.467,8313
0.8,0.571,8314
0.8,0.63,8315
0.9,0.76,8316
0.9,0.76,8317
1.0,0.692,8318
1.0,0.692,8319
0.8,0.571,8320
0.8,0.517,8321
0.8,0.467,8322
0.8,0.571,8323
0.9,0.517,8324
0.8,0.375,8325
0.8,0.571,8326
1.0,0.833,8327
0.9,0.76,8328
0.9,0.692,8329
0.8,0.571,8330
1.0,0.692,8331
1.0,1.0,8332
1.0,0.833,8333
0.8,0.419,8334
1.0,0.692,8335
0.9,0.833,8336
0.9,0.76,8337
0.9,0.76,8338
0.8,0.63,8339
1.0,1.0,8340
1.0,0.692,8341
0.8,0.571,8342
0.9,0.76,8343
1.0,0.571,8344
1.0,1.0,8345
1.0,1.0,8346
0.8,0.571,8347
0.8,0.571,8348
1.0,0.833,8349
1.0,1.0,8350
0.9,0.833,8351
1.0,0.833,8352
0.8,0.571,8353
0.9,0.63,8354
0.8,0.571,8355
0.9,0.76,8356
0.8,0.571,8357
0.8,0.571,8358
0.9,0.76,8359
0.9,0.76,8360
0.8,0.692,8361
0.8,0.571,8362
0.9,0.76,8363
1.0,1.0,8364
0.8,0.63,8365
0.8,0.63,8366
1.0,1.0,8367
0.7,0.467,8368
0.8,0.63,8369
0.6,0.375,8370
1.0,0.833,8371
0.9,0.76,8372
0.9,0.76,8373
0.7,0.467,8374
0.8,0.571,8375
0.9,0.76,8376
0.7,0.467,8377
1.0,1.0,8378
0.8,0.571,8379
0.8,0.63,8380
0.7,0.467,8381
0.8,0.517,8382
0.7,0.419,8383
0.8,0.692,8384
1.0,0.692,8385
0.8,0.571,8386
1.0,1.0,8387
0.8,0.571,8388
0.9,0.76,8389
0.8,0.63,8390
0.9,0.76,8391
0.9,0.833,8392
0.9,0.76,8393
0.8,0.571,8394
0.8,0.375,8395
0.7,0.467,8396
0.9,0.76,8397
0.8,0.63,8398
1.0,0.571,8399
0.6,0.333,8400
0.9,0.76,8401
0.8,0.571,8402
1.0,1.0,8403
0.9,0.833,8404
0.9,0.76,8405
0.8,0.571,8406
0.9,0.76,8407
0.9,0.76,8408
0.9,0.76,8409
0.8,0.517,8410
0.9,0.76,8411
1.0,0.692,8412
0.9,0.76,8413
0.9,0.76,8414
0.9,0.76,8415
0.7,0.333,8416
0.9,0.76,8417
0.9,0.76,8418
1.0,1.0,8419
1.0,0.833,8420
0.9,0.76,8421
0.8,0.571,8422
0.7,0.467,8423
0.9,0.76,8424
0.7,0.294,8425
0.8,0.571,8426
0.7,0.467,8427
0.8,0.63,8428
0.8,0.63,8429
0.6,0.333,8430
1.0,1.0,8431
1.0,0.833,8432
0.8,0.63,8433
1.0,0.692,8434
0.8,0.571,8435
0.9,0.76,8436
1.0,1.0,8437
0.8,0.571,8438
0.9,0.63,8439
0.8,0.375,8440
0.9,0.833,8441
0.8,0.571,8442
0.9,0.76,8443
0.8,0.692,8444
0.7,0.467,8445
1.0,0.833,8446
0.7,0.467,8447
0.8,0.571,8448
0.8,0.63,8449
0.9,0.76,8450
0.8,0.571,8451
0.8,0.63,8452
0.8,0.467,8453
0.7,0.419,8454
0.5,0.189,8455
0.8,0.571,8456
0.8,0.419,8457
0.8,0.63,8458
0.9,0.76,8459
0.7,0.294,8460
0.9,0.517,8461
1.0,1.0,8462
1.0,1.0,8463
0.9,0.76,8464
1.0,0.63,8465
0.9,0.76,8466
0.8,0.692,8467
0.9,0.76,8468
1.0,0.692,8469
0.7,0.467,8470
0.8,0.63,8471
1.0,1.0,8472
0.9,0.76,8473
0.7,0.467,8474
0.7,0.419,8475
1.0,0.833,8476
0.9,0.76,8477
0.9,0.76,8478
0.8,0.571,8479
0.9,0.833,8480
0.8,0.467,8481
1.0,0.833,8482
0.9,0.76,8483
0.6,0.294,8484
0.8,0.571,8485
1.0,0.833,8486
0.9,0.63,8487
0.7,0.419,8488
1.0,0.63,8489
0.8,0.571,8490
0.8,0.419,8491
1.0,0.692,8492
0.9,0.76,8493
0.7,0.467,8494
0.8,0.571,8495
0.9,0.76,8496
0.7,0.419,8497
0.9,0.467,8498
0.8,0.63,8499
0.9,0.63,8500
0.9,0.76,8501
0.7,0.419,8502
0.6,0.294,8503
1.0,0.833,8504
1.0,1.0,8505
0.7,0.517,8506
0.8,0.571,8507
0.8,0.63,8508
0.6,0.222,8509
0.7,0.517,8510
0.9,0.63,8511
0.7,0.419,8512
0.9,0.692,8513
0.9,0.76,8514
0.8,0.63,8515
0.5,0.257,8516
0.7,0.467,8517
0.9,0.76,8518
1.0,0.692,8519
0.7,0.419,8520
0.9,0.76,8521
0.7,0.375,8522
0.8,0.571,8523
0.8,0.692,8524
0.9,0.76,8525
0.9,0.76,8526
0.8,0.63,8527
0.9,0.76,8528
0.8,0.63,8529
0.9,0.76,8530
0.9,0.63,8531
1.0,0.833,8532
1.0,1.0,8533
1.0,0.833,8534
1.0,1.0,8535
0.9,0.833,8536
1.0,0.692,8537
0.8,0.571,8538
0.9,0.833,8539
1.0,0.692,8540
0.9,0.517,8541
0.6,0.333,8542
0.7,0.419,8543
1.0,1.0,8544
0.9,0.63,8545
0.8,0.571,8546
0.8,0.375,8547
0.9,0.571,8548
0.9,0.63,8549
0.8,0.333,8550
0.8,0.63,8551
0.8,0.571,8552
1.0,1.0,8553
0.6,0.419,8554
1.0,0.833,8555
0.8,0.571,8556
0.8,0.63,8557
0.9,0.63,8558
0.9,0.76,8559
0.7,0.517,8560
0.9,0.76,8561
0.8,0.571,8562
0.9,0.76,8563
0.8,0.571,8564
1.0,1.0,8565
1.0,0.63,8566
1.0,0.571,8567
0.8,0.63,8568
0.7,0.467,8569
0.8,0.517,8570
0.9,0.76,8571
0.8,0.571,8572
0.9,0.76,8573
1.0,0.692,8574
0.9,0.833,8575
0.6,0.333,8576
0.8,0.63,8577
1.0,0.571,8578
0.7,0.467,8579
0.9,0.76,8580
0.6,0.375,8581
1.0,0.833,8582
1.0,0.63,8583
0.9,0.517,8584
0.9,0.76,8585
0.8,0.63,8586
1.0,0.692,8587
0.7,0.467,8588
0.8,0.571,8589
1.0,0.833,8590
0.7,0.517,8591
0.8,0.419,8592
0.9,0.76,8593
0.9,0.76,8594
0.9,0.692,8595
1.0,1.0,8596
0.9,0.517,8597
1.0,0.571,8598
0.9,0.76,8599
0.8,0.571,8600
0.7,0.467,8601
0.7,0.517,8602
0.9,0.833,8603
0.9,0.76,8604
0.9,0.63,8605
0.9,0.76,8606
0.7,0.333,8607
1.0,1.0,8608
0.6,0.333,8609
0.9,0.833,8610
0.7,0.333,8611
0.9,0.63,8612
0.7,0.419,8613
0.9,0.76,8614
0.9,0.76,8615
0.9,0.692,8616
0.9,0.76,8617
0.9,0.833,8618
0.9,0.517,8619
0.9,0.76,8620
1.0,1.0,8621
1.0,0.692,8622
0.9,0.571,8623
1.0,1.0,8624
0.9,0.833,8625
0.7,0.467,8626
0.8,0.63,8627
0.9,0.833,8628
1.0,0.692,8629
0.7,0.419,8630
1.0,0.692,8631
0.7,0.419,8632
0.7,0.517,8633
0.8,0.571,8634
0.9,0.517,8635
0.9,0.76,8636
0.8,0.63,8637
0.7,0.333,8638
0.9,0.63,8639
0.9,0.63,8640
1.0,0.571,8641
1.0,0.692,8642
0.7,0.517,8643
0.8,0.467,8644
0.8,0.692,8645
1.0,0.833,8646
0.9,0.76,8647
0.6,0.419,8648
1.0,0.833,8649
0.9,0.833,8650
0.8,0.571,8651
0.9,0.76,8652
0.8,0.571,8653
0.7,0.419,8654
0.9,0.76,8655
1.0,0.692,8656
1.0,0.833,8657
